cifname,Fraction,Surface,Volume,Diameter,O2absolute
T3_301_NH2_NH2_H_H-L2_206_CHO_H_H-HCB_A-AA,0.46974,2235.0,0.749636,18.47056,1.428
T3_301_NH2_NO2_H_H-L2_215_CHO_H_H-HCB_A-AA,0.43236,3047.39,0.793458,15.52147,1.091
T3_301_NH2_Cl_H_H-L2_212_CHO_H_H-HCB_A-AA,0.46114,2183.13,0.739344,20.64158,2.028
T3_301_NH2_EPO_H_H-L2_210_CHO_H_H-HCB_A-AA,0.438,3972.74,0.912174,14.80323,1.645
T3_301_NH2_OCOCH3_H_H-L2_213_CHO_H_H-HCB_A-AA,0.53346,6372.13,1.38893,18.38414,3.274
T3_301_NH2_EPO_H_H-L2_212_CHO_H_H-HCB_A-AA,0.49594,3934.3,1.1395,20.95645,2.777
T3_301_NH2_OH_H_H-L2_215_CHO_H_H-HCB_A-AA,0.42016,2336.61,0.652508,15.2669,1.096
T3_301_NH2_COOH_H_H-L2_208_CHO_H_H-HCB_A-AA,0.5417,3585.07,1.31871,22.39844,2.073
T3_301_NH2_I_H_H-L2_215_CHO_H_H-HCB_A-AA,0.3954,1650.87,0.445,14.3599,1.023
T3_301_NH2_F_H_H-L2_204_CHO-HCB_A-AA,0.3254,2628.08,0.463112,10.85624,0.56
T3_301_NH2_Br_H_H-L2_211_CHO_H_H-HCB_A-AA,0.318,1540.18,0.327432,11.90783,1.202
T3_301_NH2_OH_H_H-L2_211_CHO_H_H-HCB_A-AA,0.32716,1852.09,0.393605,11.90783,1.324
T3_301_NH2_F_H_H-L2_211_CHO_H_H-HCB_A-AA,0.32932,1861.42,0.394102,11.90783,1.293
T3_301_NH2_CHS_H_H-L2_207_CHO_H_H-HCB_A-AA,0.54084,3407.6,1.2621,22.37408,2.013
T3_301_NH2_CN_H_H-L2_208_CHO_H_H-HCB_A-AA,0.51852,2593.81,1.01726,22.21663,1.554
T3_301_NH2_OCOCH3_H_H-L2_206_CHO_H_H-HCB_A-AA,0.52402,5760.8,1.22142,17.40273,3.391
T3_301_NH2_OCOCH3_H_H-L2_211_CHO_H_H-HCB_A-AA,0.39242,5210.98,0.69024,12.58992,3.385
T3_301_NH2_CH3_H_H-L2_212_CHO_H_H-HCB_A-AA,0.50318,4119.95,1.20764,20.94102,2.693
T3_301_NH2_OCOCH3_H_H-L2_212_CHO_H_H-HCB_A-AA,0.53122,6262.91,1.32294,21.1042,4.997
T3_301_NH2_OMe_H_H-L2_211_CHO_H_H-HCB_A-AA,0.3582,3200.89,0.590572,12.33167,1.659
T3_301_NH2_OCOCH3_H_H-L2_207_CHO_H_H-HCB_A-AA,0.58534,6638.55,1.70431,21.57669,3.974
T3_301_NH2_CH3_H_H-L2_208_CHO_H_H-HCB_A-AA,0.56474,4670.11,1.63495,22.49697,2.525
T3_301_NH2_OH_H_H-L2_202_CHO_H_H-HCB_A-AA,0.41908,2370.83,0.6781,15.79061,1.059
T3_301_NH2_Cl_H_H-L2_211_CHO_H_H-HCB_A-AA,0.32172,1725.58,0.36884,11.90783,1.291
T3_301_NH2_NH2_H_H-L2_210_CHO_H_H-HCB_A-AA,0.40982,2399.65,0.641922,15.26686,1.136
T3_301_NH2_CN_H_H-L2_216_CHO_H_H-HCB_A-AA,0.39568,2330.09,0.595927,14.57963,0.92
T3_301_NH2_I_H_H-L2_203_CHO_H_H-HCB_A-AA,0.5237,2079.69,0.808862,22.21663,1.694
T3_301_NH2_OH_H_H-L2_205_CHO_H_H-HCB_A-AA,0.4504,2430.63,0.761164,18.22096,1.626
T3_301_NH2_Br_H_H-L2_214_CHO_H_H-HCB_A-AA,0.40664,1879.13,0.518726,15.25749,0.969
T3_301_NH2_I_H_H-L2_209_CHO_H_H-HCB_A-AA,0.4642,1819.69,0.645361,20.56711,2.007
T3_301_NH2_SH_H_H-L2_203_CHO_H_H-HCB_A-AA,0.53568,2511.52,1.01113,22.21663,1.859
T3_301_NH2_COOH_H_H-L2_202_CHO_H_H-HCB_A-AA,0.42678,3185.22,0.817012,15.00006,1.323
T3_301_NH2_Br_H_H-L2_212_CHO_H_H-HCB_A-AA,0.45906,1993.37,0.675909,20.64158,2.005
T3_301_NH2_SO2H_H_H-L2_210_CHO_H_H-HCB_A-AA,0.40774,2920.95,0.70839,13.87389,1.35
T3_301_NH2_CN_H_H-L2_211_CHO_H_H-HCB_A-AA,0.31372,1722.37,0.368542,11.90783,1.191
T3_301_NH2_COOH_H_H-L2_201_CHO_H_H-HCB_A-AA,0.54398,3014.93,1.16973,22.42969,1.951
T3_301_NH2_COOH_H_H-L2_215_CHO_H_H-HCB_A-AA,0.42414,3120.54,0.780018,14.64036,1.165
T3_301_NH2_OCOCH3_H_H-L2_202_CHO_H_H-HCB_A-AA,0.4726,6243.85,1.08461,14.05431,3.202
T3_301_NH2_SH_H_H-L2_212_CHO_H_H-HCB_A-AA,0.46306,2177.23,0.745972,20.64158,2.165
T3_301_NH2_NH2_H_H-L2_213_CHO_H_H-HCB_A-AA,0.48,2422.78,0.85965,19.08362,1.591
T3_301_NH2_CN_H_H-L2_202_CHO_H_H-HCB_A-AA,0.40034,2306.01,0.628012,14.96912,1.058
T3_301_NH2_COOH_H_H-L2_212_CHO_H_H-HCB_A-AA,0.48106,3109.24,0.982981,20.83583,2.17
T3_301_NH2_Cl_H_H-L2_202_CHO_H_H-HCB_A-AA,0.41144,2223.9,0.625443,15.79061,1.143
T3_301_NH2_EPO_H_H-L2_211_CHO_H_H-HCB_A-AA,0.3623,3269.86,0.592805,12.36996,1.998
T3_301_NH2_OCOCH3_H_H-L2_215_CHO_H_H-HCB_A-AA,0.47138,6027.0,1.03967,13.8059,2.546
T3_301_NH2_NO2_H_H-L2_206_CHO_H_H-HCB_A-AA,0.4868,2980.0,0.935906,18.67017,1.681
T3_301_NH2_NH2_H_H-L2_217_CHO_H_H-HCB_A-AA,0.49546,2490.81,0.91184,20.82472,2.297
T3_301_NH2_NO_H_H-L2_208_CHO_H_H-HCB_A-AA,0.52546,2560.59,1.02086,22.21663,1.693
T3_301_NH2_NO_H_H-L2_215_CHO_H_H-HCB_A-AA,0.41366,2205.87,0.614787,15.2669,1.008
T3_301_NH2_H_H_H-L2_213_CHO_H_H-HCB_A-AA,0.48648,2612.29,0.908968,19.08362,1.62
T3_301_NH2_NH2_H_H-L2_205_CHO_H_H-HCB_A-AA,0.44884,2542.64,0.760599,18.22096,1.609
T3_301_NH2_Cl_H_H-L2_210_CHO_H_H-HCB_A-AA,0.40326,2193.69,0.591571,15.26686,1.155
T3_301_NH2_SO2H_H_H-L2_214_CHO_H_H-HCB_A-AA,0.41524,2963.73,0.718251,13.96804,1.17
T3_301_NH2_CN_H_H-L2_205_CHO_H_H-HCB_A-AA,0.43758,2398.91,0.721509,18.22096,1.502
T3_301_NH2_CH3_H_H-L2_215_CHO_H_H-HCB_A-AA,0.4599,4310.19,1.03252,15.65679,1.482
T3_301_NH2_SH_H_H-L2_207_CHO_H_H-HCB_A-AA,0.52664,2546.97,1.00106,22.21663,1.71
T3_301_NH2_EPO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.51048,4021.35,1.23766,19.42121,2.24
T3_301_NH2_COOH_H_H-L2_217_CHO_H_H-HCB_A-AA,0.51114,3290.45,1.14557,21.01744,2.579
T3_301_NH2_CHO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.49652,3290.91,1.08401,19.26408,1.773
T3_301_NH2_COOH_H_H-L2_214_CHO_H_H-HCB_A-AA,0.42532,3136.17,0.782188,14.64037,1.218
T3_301_NH2_COOH_H_H-L2_211_CHO_H_H-HCB_A-AA,0.3395,2473.2,0.493503,12.19508,1.539
T3_301_NH2_NO_H_H-L2_206_CHO_H_H-HCB_A-AA,0.4672,2152.25,0.71902,18.46437,1.427
T3_301_NH2_CHO_H_H-L2_212_CHO_H_H-HCB_A-AA,0.47992,3118.57,0.984345,20.80982,2.172
T3_301_NH2_EPO_H_H-L2_206_CHO_H_H-HCB_A-AA,0.49698,3852.53,1.07696,18.59012,2.032
T3_301_NH2_OH_H_H-L2_210_CHO_H_H-HCB_A-AA,0.41182,2360.9,0.642849,15.26686,1.138
T3_301_NH2_CH3_H_H-L2_203_CHO_H_H-HCB_A-AA,0.57356,4615.76,1.62378,22.49697,2.378
T3_301_NH2_CH3_H_H-L2_202_CHO_H_H-HCB_A-AA,0.462,4387.96,1.08077,16.16938,1.718
T3_301_NH2_NO2_H_H-L2_217_CHO_H_H-HCB_A-AA,0.51378,3286.38,1.15019,21.01838,2.569
T3_301_NH2_I_H_H-L2_205_CHO_H_H-HCB_A-AA,0.4342,1868.33,0.562684,18.22096,1.594
T3_301_NH2_NH2_H_H-L2_208_CHO_H_H-HCB_A-AA,0.52774,2647.08,1.06145,22.21663,1.704
T3_301_NH2_Br_H_H-L2_213_CHO_H_H-HCB_A-AA,0.47262,2064.59,0.719441,19.08362,1.404
T3_301_NH2_Cl_H_H-L2_208_CHO_H_H-HCB_A-AA,0.5243,2527.25,1.00527,22.21663,1.598
T3_301_NH2_F_H_H-L2_215_CHO_H_H-HCB_A-AA,0.42318,2327.46,0.652706,15.2669,0.969
T3_301_NH2_Br_H_H-L2_204_CHO-HCB_A-AA,0.29096,1884.27,0.306802,9.2062,0.64
T3_301_NH2_OH_H_H-L2_209_CHO_H_H-HCB_A-AA,0.47604,2331.26,0.815743,20.56711,2.053
T3_301_NH2_CH3_H_H-L2_204_CHO-HCB_A-AA,0.36356,4974.92,0.760208,10.51519,0.916
T3_301_NH2_F_H_H-L2_210_CHO_H_H-HCB_A-AA,0.41486,2341.89,0.643145,15.26686,1.136
T3_301_NH2_H_H_H-L2_216_CHO_H_H-HCB_A-AA,0.4263,2633.03,0.700802,15.26686,1.224
T3_301_NH2_Br_H_H-L2_208_CHO_H_H-HCB_A-AA,0.52154,2260.83,0.903414,22.21663,1.68
T3_301_NH2_OMe_H_H-L2_216_CHO_H_H-HCB_A-AA,0.44448,4099.84,0.936098,15.01392,1.495
T3_301_NH2_OCOCH3_H_H-L2_214_CHO_H_H-HCB_A-AA,0.47264,6016.68,1.04245,13.79938,2.543
T3_301_NH2_Br_H_H-L2_203_CHO_H_H-HCB_A-AA,0.53018,2305.25,0.900884,22.21663,1.858
T3_301_NH2_H_H_H-L2_211_CHO_H_H-HCB_A-AA,0.33316,1992.47,0.418766,11.90783,1.382
T3_301_NH2_NH2_H_H-L2_202_CHO_H_H-HCB_A-AA,0.41762,2444.89,0.678068,15.79061,1.197
T3_301_NH2_CHO_H_H-L2_216_CHO_H_H-HCB_A-AA,0.42708,3200.42,0.804175,15.48635,1.207
T3_301_NH2_CHS_H_H-L2_213_CHO_H_H-HCB_A-AA,0.49276,3168.89,1.03159,19.26408,1.781
T3_301_NH2_OMe_H_H-L2_201_CHO_H_H-HCB_A-AA,0.55928,3813.85,1.35557,22.51766,2.316
T3_301_NH2_SH_H_H-L2_210_CHO_H_H-HCB_A-AA,0.40766,2203.27,0.602708,15.26686,1.189
T3_301_NH2_CH3_H_H-L2_211_CHO_H_H-HCB_A-AA,0.3703,3520.77,0.643051,12.34789,1.737
T3_301_NH2_I_H_H-L2_211_CHO_H_H-HCB_A-AA,0.31118,1355.19,0.289251,11.90783,1.326
T3_301_NH2_CN_H_H-L2_217_CHO_H_H-HCB_A-AA,0.4887,2369.53,0.87922,20.82472,2.208
T3_301_NH2_OH_H_H-L2_216_CHO_H_H-HCB_A-AA,0.4162,2436.02,0.646358,15.26686,1.069
T3_301_NH2_OMe_H_H-L2_204_CHO-HCB_A-AA,0.33368,4655.37,0.631594,8.99474,0.976
T3_301_NH2_NO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.47668,2340.1,0.821946,19.08362,1.448
T3_301_NH2_NO_H_H-L2_207_CHO_H_H-HCB_A-AA,0.52556,2511.53,1.00637,22.21663,1.587
T3_301_NH2_CH3_H_H-L2_210_CHO_H_H-HCB_A-AA,0.4528,4354.89,1.02185,15.65676,1.702
T3_301_NH2_OH_H_H-L2_213_CHO_H_H-HCB_A-AA,0.48056,2436.11,0.858319,19.08362,1.538
T3_301_NH2_H_H_H-L2_209_CHO_H_H-HCB_A-AA,0.48144,2443.83,0.853909,20.56711,2.281
T3_301_NH2_COOH_H_H-L2_209_CHO_H_H-HCB_A-AA,0.49208,3105.16,1.03395,20.76199,2.32
T3_301_NH2_CN_H_H-L2_212_CHO_H_H-HCB_A-AA,0.45688,2183.02,0.746604,20.64158,2.001
T3_301_NH2_SH_H_H-L2_215_CHO_H_H-HCB_A-AA,0.41606,2198.27,0.612141,15.2669,1.054
T3_301_NH2_CH3_H_H-L2_206_CHO_H_H-HCB_A-AA,0.50868,4088.85,1.1686,18.76724,1.98
T3_301_NH2_I_H_H-L2_202_CHO_H_H-HCB_A-AA,0.39594,1706.61,0.462959,14.7031,1.125
T3_301_NH2_Cl_H_H-L2_216_CHO_H_H-HCB_A-AA,0.4072,2272.98,0.594474,15.26686,1.065
T3_301_NH2_NO2_H_H-L2_214_CHO_H_H-HCB_A-AA,0.43356,3063.01,0.79566,15.52149,1.215
T3_301_NH2_Br_H_H-L2_206_CHO_H_H-HCB_A-AA,0.46148,1903.38,0.630109,18.47056,1.349
T3_301_NH2_H_H_H-L2_215_CHO_H_H-HCB_A-AA,0.42928,2539.26,0.705701,15.2669,1.14
T3_301_NH2_Br_H_H-L2_205_CHO_H_H-HCB_A-AA,0.44154,2089.55,0.635578,18.22096,1.663
T3_301_NH2_SH_H_H-L2_205_CHO_H_H-HCB_A-AA,0.44756,2322.62,0.72417,18.22096,1.755
T3_301_NH2_CHS_H_H-L2_209_CHO_H_H-HCB_A-AA,0.48998,2997.07,1.00082,20.73589,2.48
T3_301_NH2_NO_H_H-L2_203_CHO_H_H-HCB_A-AA,0.53502,2563.42,1.01728,22.21663,1.925
T3_301_NH2_COOH_H_H-L2_204_CHO-HCB_A-AA,0.30562,3415.88,0.491521,8.76847,0.734
T3_301_NH2_NH2_H_H-L2_216_CHO_H_H-HCB_A-AA,0.41376,2344.76,0.644762,15.26686,1.124
T3_301_NH2_COOH_H_H-L2_206_CHO_H_H-HCB_A-AA,0.48102,3052.63,0.926112,18.49058,1.573
T3_301_NH2_NH2_H_H-L2_207_CHO_H_H-HCB_A-AA,0.52784,2608.91,1.04586,22.21663,1.627
T3_301_NH2_NH2_H_H-L2_204_CHO-HCB_A-AA,0.31292,2682.72,0.45309,10.50179,0.619
T3_301_NH2_H_H_H-L2_212_CHO_H_H-HCB_A-AA,0.47116,2433.25,0.811309,20.64158,2.44
T3_301_NH2_EPO_H_H-L2_209_CHO_H_H-HCB_A-AA,0.50948,3900.83,1.20381,20.88299,2.95
T3_301_NH2_SH_H_H-L2_204_CHO-HCB_A-AA,0.30958,2385.78,0.407649,10.08851,0.733
T3_301_NH2_CN_H_H-L2_204_CHO-HCB_A-AA,0.27946,2556.82,0.382319,8.67162,0.565
T3_301_NH2_CN_H_H-L2_203_CHO_H_H-HCB_A-AA,0.52722,2607.76,1.01207,22.21663,1.78
T3_301_NH2_EPO_H_H-L2_214_CHO_H_H-HCB_A-AA,0.44594,3971.25,0.924345,14.82854,1.574
T3_301_NH2_CHS_H_H-L2_201_CHO_H_H-HCB_A-AA,0.54436,2887.29,1.1379,22.40536,2.072
T3_301_NH2_NH2_H_H-L2_203_CHO_H_H-HCB_A-AA,0.53658,2641.79,1.05543,22.21663,1.77
T3_301_NH2_OH_H_H-L2_217_CHO_H_H-HCB_A-AA,0.49738,2464.07,0.91331,20.82472,2.356
T3_301_NH2_NO2_H_H-L2_208_CHO_H_H-HCB_A-AA,0.5462,3538.51,1.3279,22.39933,1.921
T3_301_NH2_CH3_H_H-L2_207_CHO_H_H-HCB_A-AA,0.56626,4685.04,1.6149,22.49697,2.305
T3_301_NH2_SO2H_H_H-L2_216_CHO_H_H-HCB_A-AA,0.41124,3009.05,0.711332,13.87389,1.245
T3_301_NH2_CHO_H_H-L2_208_CHO_H_H-HCB_A-AA,0.54336,3568.41,1.33629,22.37408,1.905
T3_301_NH2_EPO_H_H-L2_205_CHO_H_H-HCB_A-AA,0.4806,4118.76,1.10222,18.55352,2.461
T3_301_NH2_NO_H_H-L2_209_CHO_H_H-HCB_A-AA,0.47326,2229.2,0.789267,20.56711,2.071
T3_303_NH2_CHS_H_H-L2_203_CHO_H_H-HCB_A-AA,0.62564,3104.36,1.64692,29.7107,2.591
T3_303_NH2_CN_H_H-L2_217_CHO_H_H-HCB_A-AA,0.58492,2293.9,1.20226,28.16151,2.689
T3_303_NH2_Cl_H_H-L2_217_CHO_H_H-HCB_A-AA,0.58886,2220.04,1.19203,28.16151,2.604
T3_303_NH2_NO2_H_H-L2_217_CHO_H_H-HCB_A-AA,0.60438,3126.74,1.56419,28.3086,3.002
T3_303_NH2_NO2_H_H-L2_208_CHO_H_H-HCB_A-AA,0.62504,3322.01,1.71685,29.73015,2.708
T3_303_NH2_OMe_H_H-L2_205_CHO_H_H-HCB_A-AA,0.58658,3846.69,1.56174,25.69276,2.936
T3_303_NH2_CN_H_H-L2_215_CHO_H_H-HCB_A-AA,0.5252,2178.56,0.908137,21.74509,1.531
T3_303_NH2_F_H_H-L2_204_CHO-HCB_A-AA,0.47342,2199.02,0.728273,17.95221,1.069
T3_303_NH2_CHS_H_H-L2_206_CHO_H_H-HCB_A-AA,0.58006,2831.77,1.28514,25.83089,2.418
T3_303_NH2_I_H_H-L2_210_CHO_H_H-HCB_A-AA,0.51642,1762.48,0.736117,21.43655,1.641
T3_303_NH2_CN_H_H-L2_209_CHO_H_H-HCB_A-AA,0.5718,2202.88,1.11919,27.92707,2.526
T3_303_NH2_OCOCH3_H_H-L2_215_CHO_H_H-HCB_A-AA,0.58396,5915.24,1.53681,20.89364,3.111
T3_303_NH2_CN_H_H-L2_214_CHO_H_H-HCB_A-AA,0.5253,2158.91,0.90831,21.75087,1.51
T3_303_NH2_CN_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55096,2308.16,1.04219,25.45503,2.089
T3_303_NH2_OH_H_H-L2_209_CHO_H_H-HCB_A-AA,0.57922,2206.69,1.14965,27.92707,2.62
T3_303_NH2_NH2_H_H-L2_204_CHO-HCB_A-AA,0.46584,2229.74,0.722893,17.41509,1.01
T3_303_NH2_NH2_H_H-L2_212_CHO_H_H-HCB_A-AA,0.57086,2184.9,1.1101,27.97925,2.493
T3_303_NH2_NO_H_H-L2_206_CHO_H_H-HCB_A-AA,0.57038,2090.6,1.02761,25.80354,1.93
T3_303_NH2_CHO_H_H-L2_205_CHO_H_H-HCB_A-AA,0.57176,3107.78,1.35821,25.59413,2.51
T3_303_NH2_CN_H_H-L2_201_CHO_H_H-HCB_A-AA,0.60916,2154.76,1.21339,29.62455,2.356
T3_303_NH2_Cl_H_H-L2_211_CHO_H_H-HCB_A-AA,0.4782,1805.96,0.688741,19.16605,1.782
T3_303_NH2_SH_H_H-L2_208_CHO_H_H-HCB_A-AA,0.61072,2372.89,1.31892,29.58964,2.247
T3_303_NH2_NH2_H_H-L2_206_CHO_H_H-HCB_A-AA,0.57088,2089.36,1.05482,25.80354,1.947
T3_303_NH2_Br_H_H-L2_215_CHO_H_H-HCB_A-AA,0.52814,1891.26,0.818666,22.42193,1.553
T3_303_NH2_OH_H_H-L2_214_CHO_H_H-HCB_A-AA,0.53758,2145.88,0.94785,22.58025,1.612
T3_303_NH2_OH_H_H-L2_217_CHO_H_H-HCB_A-AA,0.59266,2301.09,1.23632,28.16151,2.918
T3_303_NH2_COOH_H_H-L2_203_CHO_H_H-HCB_A-AA,0.62806,3303.32,1.70068,29.72946,2.913
T3_303_NH2_OH_H_H-L2_210_CHO_H_H-HCB_A-AA,0.53286,2195.72,0.942581,22.58019,1.744
T3_303_NH2_H_H_H-L2_216_CHO_H_H-HCB_A-AA,0.54332,2288.65,0.992682,22.58019,1.739
T3_303_NH2_CH3_H_H-L2_201_CHO_H_H-HCB_A-AA,0.6427,3757.02,1.87046,29.84009,3.211
T3_303_NH2_Cl_H_H-L2_206_CHO_H_H-HCB_A-AA,0.56864,2069.47,1.01462,25.80354,2.01
T3_303_NH2_I_H_H-L2_201_CHO_H_H-HCB_A-AA,0.60668,1826.71,1.04274,29.62455,2.367
T3_303_NH2_I_H_H-L2_217_CHO_H_H-HCB_A-AA,0.5819,1951.72,1.02721,28.16151,2.648
T3_303_NH2_EPO_H_H-L2_215_CHO_H_H-HCB_A-AA,0.55828,3769.17,1.35497,21.37619,2.219
T3_303_NH2_Br_H_H-L2_204_CHO-HCB_A-AA,0.4546,1887.9,0.593718,16.21996,1.042
T3_303_NH2_SO2H_H_H-L2_208_CHO_H_H-HCB_A-AA,0.61888,3265.09,1.64548,29.38334,2.761
T3_303_NH2_NO_H_H-L2_203_CHO_H_H-HCB_A-AA,0.61678,2369.16,1.31869,29.58964,2.433
T3_303_NH2_NO2_H_H-L2_213_CHO_H_H-HCB_A-AA,0.59234,3080.49,1.4671,26.58176,2.476
T3_303_NH2_Cl_H_H-L2_209_CHO_H_H-HCB_A-AA,0.57548,2148.05,1.11027,27.92707,2.603
T3_303_NH2_Cl_H_H-L2_214_CHO_H_H-HCB_A-AA,0.53196,2080.34,0.901593,22.58025,1.525
T3_303_NH2_CH3_H_H-L2_203_CHO_H_H-HCB_A-AA,0.64734,4149.41,2.03913,29.80542,3.424
T3_303_NH2_OMe_H_H-L2_203_CHO_H_H-HCB_A-AA,0.64292,3972.27,1.94937,29.79664,3.301
T3_303_NH2_CHS_H_H-L2_204_CHO-HCB_A-AA,0.46724,2880.7,0.843411,15.91966,1.307
T3_303_NH2_SH_H_H-L2_216_CHO_H_H-HCB_A-AA,0.5325,2107.54,0.907042,22.58019,1.73
T3_303_NH2_SO2H_H_H-L2_207_CHO_H_H-HCB_A-AA,0.61978,3260.12,1.63195,29.38334,2.496
T3_303_NH2_H_H_H-L2_208_CHO_H_H-HCB_A-AA,0.61764,2526.74,1.41167,29.58964,2.362
T3_303_NH2_Cl_H_H-L2_213_CHO_H_H-HCB_A-AA,0.57566,2178.19,1.11768,26.42579,2.048
T3_303_NH2_SO2H_H_H-L2_215_CHO_H_H-HCB_A-AA,0.53764,2910.87,1.11421,21.20999,1.761
T3_303_NH2_Br_H_H-L2_201_CHO_H_H-HCB_A-AA,0.6109,1951.52,1.12165,29.62455,2.237
T3_303_NH2_SO2H_H_H-L2_209_CHO_H_H-HCB_A-AA,0.58668,3014.54,1.40694,28.07458,3.155
T3_303_NH2_EPO_H_H-L2_213_CHO_H_H-HCB_A-AA,0.6018,3860.33,1.67673,26.16224,2.981
T3_303_NH2_COOH_H_H-L2_205_CHO_H_H-HCB_A-AA,0.57046,3176.67,1.35382,25.61567,2.539
T3_303_NH2_CN_H_H-L2_216_CHO_H_H-HCB_A-AA,0.52304,2221.85,0.904402,21.7126,1.546
T3_303_NH2_COOH_H_H-L2_211_CHO_H_H-HCB_A-AA,0.49194,2613.5,0.904832,19.36089,2.081
T3_303_NH2_CHO_H_H-L2_209_CHO_H_H-HCB_A-AA,0.5902,2998.4,1.45209,28.05479,3.03
T3_303_NH2_CN_H_H-L2_211_CHO_H_H-HCB_A-AA,0.47234,1841.49,0.691957,19.16605,1.743
T3_303_NH2_H_H_H-L2_211_CHO_H_H-HCB_A-AA,0.48854,1970.64,0.749739,19.16605,1.801
T3_303_NH2_F_H_H-L2_215_CHO_H_H-HCB_A-AA,0.5394,2163.95,0.946938,22.58023,1.534
T3_303_NH2_F_H_H-L2_213_CHO_H_H-HCB_A-AA,0.5806,2261.04,1.16207,26.42579,1.974
T3_303_NH2_OCOCH3_H_H-L2_207_CHO_H_H-HCB_A-AA,0.65976,6356.47,2.20115,28.91244,4.44
T3_303_NH2_EPO_H_H-L2_217_CHO_H_H-HCB_A-AA,0.61382,3954.28,1.78598,28.39904,3.6
T3_303_NH2_NO_H_H-L2_205_CHO_H_H-HCB_A-AA,0.55822,2246.36,1.04816,25.45503,2.157
